citation_num,citation_code,authors,title,publisher,publication_year,journal,issue,volume,pages,book_title,book_editor,doi
110,"THOMPSON, 1989","THOMPSON, G; BRYAN, W B; HUMPHRIS, S E","AXIAL VOLCANISM ON THE EAST PACIFIC RISE, 10-12 DEGREE N",,1989,GEOL SOC LONDON SPEC PUB,,42,181-200,MAGMATISM IN THE OCEAN BASINS,"SAUNDERS-A-D, NORRY-M-J",10.1144/GSL.SP.1989.042.01.12
112,"SCHILLING, 1995","SCHILLING, J-G; RUPPEL, C; DAVIS, A N; MCCULLY, B L; TIGHE, S A; KINGSLEY, R H; LIN, J",THERMAL STRUCTURE OF THE MANTLE BENEATH THE EQUATORIAL MID-ATLANTIC RIDGE: INFERENCES FROM THE SPATIAL VARIATION OF DREDGED BASALT GLASS COMPOSITIONS,,1995,J GEOPHYS RES,,100,10057-10076,,,10.1029/95JB00668
113,"SHIBATA, 1979","SHIBATA, T; THOMPSON, G; FREY, F A",THOLEIITIC AND ALKALI BASALTS FROM THE MID-ATLANTIC RIDGE AT 43 DEGREE N,,1979,CONTRIB MINERAL PETROL,,70,127-141,,,10.1007/BF00374441
115,"SIGURDSSON, 1981","SIGURDSSON, H",FIRST-ORDER MAJOR ELEMENT VARIATION IN BASALT GLASSES FROM THE MID-ATLANTIC RIDGE: 29 DEGREE N TO 73 DEGREE N,,1981,J GEOPHYS RES,,86,9483-9502,,,10.1029/JB086iB10p09483
116,"SINTON, 1987","SINTON, J M; FRYER, P",MARIANA TROUGH LAVAS FROM 18 DEGREE N: IMPLICATIONS FOR THE ORIGIN OF BACK ARC BASIN BASALTS,,1987,J GEOPHYS RES,,92,12782-12802,,,10.1029/JB092iB12p12782
117,"SMITH, 1994","SMITH, M C; PERFIT, M R; JONASSON, I R",PETROLOGY AND GEOCHEMISTRY OF BASALTS FROM THE SOUTHERN JUAN DE FUCA RIDGE: CONTROLS ON THE SPATIAL AND TEMPORAL EVOLUTION OF MID-OCEAN RIDGE BASALTS,,1994,J GEOPHYS RES,,99,4787-4812,,,10.1029/93JB02158
118,"SUN, 1979","SUN, S S; NESBITT, R W; SHARASKIN, A Y",GEOCHEMICAL CHARACTERISTICS OF MID-OCEAN RIDGE BASALTS,,1979,EARTH PLANET SCI LETT,,44,119-138,,,10.1016/0012-821X(79)90013-X
119,"YU, 1997","YU, D; FONTIGNIE, D; SCHILLING, J-G",MANTLE PLUME - RIDGE INTERACTIONS IN THE CENTRAL NORTH ATLANTIC: A ND ISOTOPE STUDY OF MID-ATLANTIC RIDGE BASALTS FROM 30 DEGREE N TO 50 DEGREE N,,1997,EARTH PLANET SCI LETT,,146,259-272,,,10.1016/S0012-821X(96)00221-X
120,"POREDA, 1986","POREDA, R J; SCHILLING, J-G; CRAIG, H",HELIUM AND HYDROGEN ISOTOPES IN OCEAN RIDGE BASALTS NORTH AND SOUTH OF ICELAND,,1986,EARTH PLANET SCI LETT,,78,17-Jan,,,10.1016/0012-821X(86)90168-8
121,"DAVIS, 1987","DAVIS, A S; CLAGUE, D A","GEOCHEMISTRY, MINERALOGY, AND PETROGENESIS OF BASALT FROM THE GORDA RIDGE",,1987,J GEOPHYS RES,,92,10476-10483,,,10.1029/JB092iB10p10467
122,"DESONIE, 1990","DESONIE, D L; DUNCAN, R A",THE COBB-EICKELBERG SEAMOUNT CHAIN: HOTSPOT VOLCANISM WITH MID-OCEAN RIDGE BASALT AFFINITY,,1990,J GEOPHYS RES,,95,12697-12711,,,10.1029/JB095iB08p12697
123,"DICKEY, 1977","DICKEY, J S JR; FREY, F A; HART, S R; WATSON, E B; THOMPSON, G","GEOCHEMISTRY AND PETROLOGY OF DREDGED BASALTS FROM THE BOUVET TRIPLE JUNCTION, SOUTH ATLANTIC",,1977,GEOCHIM COSMOCHIM ACTA,,41,1105-1118,,,10.1016/0016-7037(77)90105-3
124,"EDWARDS, 1996","EDWARDS, S J; FALLOON, T J; MALPAS, J; PEDERSEN, R B",A REVIEW OF THE PETROLOGY OF HARZBURGITES AT HESS DEEP AND GARRETT DEEP: IMPLICATIONS FOR MANTLE PROCESSES BENEATH SEGMENTS OF THE EAST PACIFIC RISE,,1996,GEOL SOC LONDON SPEC PUB,,118,143-156,"TECTONIC, MAGMATIC, HYDROTHERMAL AND BIOLOGICAL SEGMENTATION OF MID-OCEAN RIDGES","MACLEOD-C-J, TYLER-P-A, WALKER-C-L",10.1144/GSL.SP.1996.118.01.08
125,"ENGEL, 1964","ENGEL, A E J; ENGEL, C G",COMPOSITION OF BASALTS FROM THE MID-ATLANTIC RIDGE,,1964,SCIENCE,,144,1330-1333,,,10.1126/science.144.3624.1330
126,"ENGEL, 1965","ENGEL, A E J; ENGEL, C G; HAVENS, R G",CHEMICAL CHARACTERISTICS OF OCEANIC BASALTS AND THE UPPER MANTLE,,1965,GEOL SOC AMER BULL,,76,719-734,,,10.1130/0016-7606(1965)76[719:CCOOBA]2.0.CO;2
127,"ETOUBLEAU, 1983","ETOUBLEAU, J; CORRE, O; JORON, J-L; BOUGAULT, H; TREUIL, M",COSTA RICA RIFT: VARIABLY DEPLETED BASALTS IN THE SAME HOLE,,1983,INIT REP DSDP,,69,765-773,,,10.2973/dsdp.proc.69.150.1983
129,"FLOWER, 1977","FLOWER, M F J; ROBINSON, P T; SCHMINCKE, H U; OHNMACHT, W",MAGMA FRACTIONATION SYSTEMS BENEATH THE MID-ATLANTIC RIDGE AT 36-37 DEGREE N,,1977,CONTRIB MINERAL PETROL,,64,167-195,,,10.1007/BF00371510
130,"FREY, 1993","FREY, F A; WALKER, N; STAKES, D; HART, S R; NIELSEN, R L","GEOCHEMICAL CHARACTERISTICS OF BASALTIC GLASSES FROM THE AMAR AND FAMOUS AXIAL VALLEYS, MID-ATLANTIC RIDGE (36á-37 DEGREE N): PETROGENETIC IMPLICATIONS",,1993,EARTH PLANET SCI LETT,,115,117-136,,,10.1016/0012-821X(93)90217-W
132,"BOUGAULT, 1978","BOUGAULT, H; TREUIL, M; JORON, J-L","TRACE ELEMENTS IN BASALTS FROM 23 DEGREE N AND 36 DEGREE N IN THE ATLANTIC OCEAN: FRACTIONAL CRYSTALLIZATION, PARTIAL MELTING, AND HETEROGENEITY OF THE UPPER MANTLE",,1978,INIT REP DSDP,,45,493-506,,,10.2973/dsdp.proc.45.122.1979
133,"KINGSLEY, 1995","KINGSLEY, R H; SCHILLING, J-G",CARBON IN MID-ATLANTIC RIDGE BASALT GLASSES FROM 28 DEGREE N TO 63 DEGREE N: EVIDENCE FOR A CARBON-ENRICHED AZORES MANTLE PLUME,,1995,EARTH PLANET SCI LETT,,129,31-53,,,10.1016/0012-821X(94)00241-P
134,"AGAR, 1997","AGAR, S M; CASEY, J F; KEMPTON, P D","TEXTURAL, GEOCHEMICAL, AND ISOTOPIC VARIATIONS IN GABBROIC SHEAR ZONES FROM THE MARK AREA",,1997,"PROC ODP, SCI RESULTS",,153,1,,,10.2973/odp.proc.sr.153.007.1997
135,"SCHILLING, 1980","SCHILLING, J-G; BERGERON, M B; EVANS, R",HALOGENS IN THE MANTLE BENEATH THE NORTH ATLANTIC,,1980,PHIL TRANS R SOC LOND,,A 297,147-178,,,10.1098/rsta.1980.0208
136,"SIGURDSSON, 1976","SIGURDSSON, H; SCHILLING, J-G",SPINELS IN MID-ATLANTIC RIDGE BASALTS: CHEMISTRY AND OCCURENCE,,1976,EARTH PLANET SCI LETT,,29,20-Jul,,,10.1016/0012-821X(76)90021-2
138,"SCHILLING, 1977","SCHILLING, J-G; KINGSLEY, R H; BERGERON, M B","RARE EARTH ABUNDANCES IN DSDP SITES 332A, 332B, 334 AND 335, AND INFERENCES ON THE AZORES MANTLE BLOB ACTIVITY WITH TIME",,1977,INIT REP DSDP,,37,591-597,,,10.2973/dsdp.proc.37.138.1977
141,"MOORE, 1973","MOORE, J G; SCHILLING, J-G","VESICLES, WATER AND SULFUR IN REYKJANES RIDGE BASALTS",,1973,CONTRIB MINERAL PETROL,,41,105-118,,,10.1007/BF00375036
143,"SAKAI, 1984","SAKAI, H; DES MARAIS, D J; UEDA, A; MOORE, J G","CONCENTRATIONS AND ISOTOPE RATIOS OF CARBON, NITROGEN AND SULFUR IN OCEAN-FLOOR BASALTS",,1984,GEOCHIM COSMOCHIM ACTA,,48,2433-2441,,,10.1016/0016-7037(84)90295-3
144,"BYERS, 1986","BYERS, C D; GARCIA, M O; MUENOW, D W",VOLATILES IN BASALTIC GLASSES FROM THE EAST PACIFIC RISE AT 21 DEGREE N: IMPLICATIONS FOR MORB SOURCES AND SUBMARINE LAVA FLOW MORPHOLOGY,,1986,EARTH PLANET SCI LETT,,79,20-Sep,,,10.1016/0012-821X(86)90035-X
145,"HEKINIAN, 1995","HEKINIAN, R; BIDEAU, R D; HEBERT, R; NIU, Y",MAGMATISM IN THE GARRETT TRANSFORM FAULT (EAST PACIFIC RISE NEAR 13 DEGREE 27 S),,1995,J GEOPHYS RES,,100,10163-10185,,,10.1029/94JB02125
146,"REYNOLDS, 1992","REYNOLDS, J R; LANGMUIR, C H; BENDER, J F; KASTENS, K A; RYAN, W B F",SPATIAL AND TEMPORAL VARIABILITY IN THE GEOCHEMISTRY OF BASALTS FROM THE EAST PACIFIC RISE,,1992,NATURE,,359,493-499,,,10.1038/359493a0
147,"MICHAEL, 1989","MICHAEL, P J; CHASE, R L; ALLAN, J F","PETROLOGIC AND GEOLOGIC VARIATIONS ALONG THE SOUTHERN EXPLORER RIDGE, NORTHEAST PACIFIC OCEAN",,1989,J GEOPHYS RES,,94,13895-13918,,,10.1029/JB094iB10p13895
148,"DOSSO, 1988","DOSSO, L; BOUGAULT, H; BEUZART, P; CALVEZ, J Y; JORON, J-L",THE GEOCHEMICAL STRUCTURE OF THE SOUTH-EAST INDIAN RIDGE,,1988,EARTH PLANET SCI LETT,,88,47-59,,,10.1016/0012-821X(88)90045-3
149,"KLEIN, 1991","KLEIN, E M; LANGMUIR, C H; STAUDIGEL, H","GEOCHEMISTRY OF BASALTS FROM THE SOUTHEAST INDIAN RIDGE, 115 DEGREE E-138 DEGREE E",,1991,J GEOPHYS RES,,96,2089-2107,,,10.1029/90JB01384
151,"EABY, 1984","EABY, J S; CLAGUE, D A; DELANEY, J R",SR ISOTOPIC VARIATIONS ALONG THE JUAN DE FUCA RIDGE,,1984,J GEOPHYS RES,,89,7883-7890,,,10.1029/JB089iB09p07883
152,"KYSER, 1984","KYSER, T K; O'NEIL, J R",HYDROGEN ISOTOPE SYSTEMATICS OF SUBMARINE BASALTS,,1984,GEOCHIM COSMOCHIM ACTA,,48,2123-2133,,,10.1016/0016-7037(84)90392-2
153,"DIXON, 1986","DIXON, J E; CLAGUE, D A; EISSEN, J P",GABBROIC XENOLITHS AND HOST FERROBASALT FROM THE SOUTHERN JUAN DE FUCA RIDGE,,1986,J GEOPHYS RES,,91,3795-3820,,,10.1029/JB091iB03p03795
154,"LIIAS, 1986","LIIAS, R A",GEOCHEMISTRY AND PETROGENESIS OF BASALTS ERUPTED ALONG THE JUAN DE FUCA RIDGE,,1986,"THESIS OR DISSERTATION, DOCTORAL, UNIV MASS, AMHERST; MONOGRAPHIC",,,NULL,,,NULL
155,"ERLANK, 1976","ERLANK, A J; KABLE, E J D",THE SIGNIFICANCE OF INCOMPATIBLE ELEMENTS IN MID-ATLANTIC RIDGE BASALTS FROM 45 DEGREE N WITH PARTICULAR REFERENCE TO ZR/NB,,1976,CONTRIB MINERAL PETROL,,54,281-291,,,10.1007/BF00389408
156,"MATTEY, 1984","MATTEY, D P; CARR, R H; WRIGHT, I P; PILLINGER, C T",CARBON ISOTOPES IN SUBMARINE BASALTS,,1984,EARTH PLANET SCI LETT,,70,196-206,,,10.1016/0012-821X(84)90005-0
157,"PINEAU, 1983","PINEAU, F; JAVOY, M",CARBON ISOTOPES AND CONCENTRATIONS IN MID-OCEAN RIDGE BASALTS,,1983,EARTH PLANET SCI LETT,,62,239-257,,,10.1016/0012-821X(83)90087-0
158,"DELANEY, 1978","DELANEY, J R; MUENOW, D W; GRAHAM, D G","ABUNDANCE AND DISTRIBUTION OF WATER, CARBON AND SULFUR IN THE GLASSY RIMS OF SUBMARINE PILLOW BASALTS",,1978,GEOCHIM COSMOCHIM ACTA,,42,581-594,,,10.1016/0016-7037(78)90003-0
159,"BENDER, 1984","BENDER, J F; LANGMUIR, C H; HANSON, G N","PETROGENESIS OF BASALT GLASSES FROM THE TAMAYO REGION, EAST PACIFIC RISE",,1984,J PETROL,,25,213-254,,,10.1093/petrology/25.1.213
160,"LOOCK, 1990","LOOCK, G; MCDONOUGH, W F; GOLDSTEIN, S L; HOFMANN, A W",ISOTOPIC COMPOSITIONS OF VOLCANIC GLASSES FROM THE LAU BASIN,,1990,MARINE MINING,,9,235-245,,,NULL
161,"HOFMANN, 1986","HOFMANN, A W; JOCHUM, K P; SEUFERT, H M; WHITE, W M",NB AND PB IN OCEANIC BASALTS: NEW CONSTRAINTS ON MANTLE EVOLUTION,,1986,EARTH PLANET SCI LETT,,79,33-45,,,10.1016/0012-821X(86)90038-5
162,"WHITE, 1987","WHITE, W M; HOFMANN, A W; PUCHELT, H",ISOTOPE GEOCHEMISTRY OF PACIFIC MID-OCEAN RIDGE BASALTS,,1987,J GEOPHYS RES,,92,4881-4893,,,10.1029/JB092iB06p04881
163,"RHODES, 1990","RHODES, J M; MORGAN, C; LIIAS, R A",GEOCHEMISTRY OF AXIAL SEAMOUNT LAVAS: MAGMATIC RELATIONSHIP BETWEEN THE COBB HOTSPOT AND THE JUAN DE FUCA RIDGE,,1990,J GEOPHYS RES,,95,12713-12733,,,10.1029/JB095iB08p12713
164,"GRAHAM, 1988","GRAHAM, D W; ZINDLER, A; KURZ, M D; JENKINS, W J; BATIZA, R; STAUDIGEL, H","HE, PB, SR AND ND ISOTOPE CONSTRAINTS ON MAGMA GENESIS AND MANTLE HETEROGENEITY BENEATH YOUNG PACIFIC SEAMOUNTS",,1988,CONTRIB MINERAL PETROL,,99,446-463,,,10.1007/BF00371936
165,"CASTILLO, 1989","CASTILLO, P R; BATIZA, R","STRONTIUM, NEODYMIUM AND LEAD ISOTOPE CONSTRAINTS ON NEAR-RIDGE SEAMOUNT PRODUCTION BENEATH THE SOUTH ATLANTIC",,1989,NATURE,,342,262-265,,,10.1038/342262a0
167,"SHIREY, 1987","SHIREY, S B; BENDER, J F; LANGMUIR, C H","THREE-COMPONENT ISOTOPIC HETEROGENEITY NEAR THE OCEANOGRAPHER TRANSFORM, MID-ATLANTIC RIDGE: EVIDENCE FOR RECYCLING OF CONTINENTAL LITHOSPHERE",,1987,NATURE,,325,217-223,,,10.1038/325217a0
168,"MOORE, 1977","MOORE, J G; NORMARK, W R; HESS, G R; MEYER, C E",PETROLOGY OF BASALT FROM THE EAST PACIFIC RISE NEAR 21 DEGREE  NORTH LATITUDE,,1977,J RES USGS,,5,753-759,,,NULL
169,"NEWMAN, 1983","NEWMAN, S; FINKEL, R C; MACDOUGALL, J D",230TH-238U DISEQUILIBRIUM SYSTEMATICS IN OCEANIC THOLEIITES FROM 21 DEGREE N ON THE EAST PACIFIC RISE,,1983,EARTH PLANET SCI LETT,,65,17-33,,,10.1016/0012-821X(83)90186-3
170,"AUMENTO, 1968","AUMENTO, F",THE MID-ATLANTIC RIDGE NEAR 45 DEGREE N  II. BASALTS FROM THE AREA OF CONFEDERATION PEAK,,1968,CAN J EARTH SCI,,5,21-Jan,,,10.1139/e68-001
171,"BOUGAULT, 1979","BOUGAULT, H; JORON, J-L; TREUIL, M","ALTERATION, FRACTIONAL CRYSTALLIZATION, PARTIAL MELTING, MANTLE PROPERTIES FROM TRACE ELEMENTS IN BASALTS RECOVERED IN THE NORTH ATLANTIC",,1979,,,2,352-368,DEEP DRILLING RESULTS IN THE ATLANTIC OCEAN: OCEAN CRUST,,NULL
172,"CARLSON, 1978","CARLSON, R W; MACDOUGALL, J D; LUGMAIR, G W",DIFFERENTIAL SM/ND EVOLUTION IN OCEANIC BASALTS,,1978,GEOPHYS RES LETT,,5,229-232,,,10.1029/GL005i004p00229
173,"COHEN, 1980","COHEN, R S; EVENSEN, N M; HAMILTON, P J; O'NIONS, R K","U-PB, SM-ND AND RB-SR SYSTEMATICS OF MID-OCEAN RIDGE BASALT GLASSES",,1980,NATURE,,283,149-153,,,10.1038/283149a0
174,"DE PAOLO, 1976","DE PAOLO, D J; WASSERBURG, G J",INFERENCES ABOUT MAGMA SOURCES AND MANTLE STRUCTURE FROM VARIATIONS OF 143ND/144ND,,1976,GEOPHYS RES LETT,,3,743-746,,,10.1029/GL003i012p00743
175,"DUPRE, 1980","DUPRE, B; ALLEGRE, C J",PB-SR-ND ISOTOPIC CORRELATION AND THE CHEMISTRY OF THE NORTH ATLANTIC MANTLE,,1980,NATURE,,286,17-22,,,10.1038/286017a0
176,"DUPRE, 1981","DUPRE, B; LAMBRET, B; ROUSSEAU, D; ALLEGRE, C J","LIMITATIONS ON THE SCALE OF MANTLE HETEROGENEITIES UNDER OCEANIC RIDGES, LEAD AND STRONTIUM ISOTOPE VARIATIONS IN THE FAMOUS AND CYAMEX AREAS",,1981,NATURE,,294,552-554,,,10.1038/294552a0
177,"LE ROEX, 1985","LE ROEX, A P; DICK, H J B; REID, A M; FREY, F A; ERLANK, A J; HART, S R","PETROLOGY AND GEOCHEMISTRY OF BASALTS FROM THE AMERICAN-ANTARCTIC RIDGE, SOUTHERN OCEAN: IMPLICATIONS FOR THE WESTWARD INFLUENCE OF THE BOUVET MANTLE PLUME",,1985,CONTRIB MINERAL PETROL,,90,367-380,,,10.1007/BF00384715
178,"FREY, 1964","FREY, F A; HASKIN, L A",RARE EARTHS IN OCEANIC BASALTS,,1964,J GEOPHYS RES,,69,775-780,,,10.1029/JZ069i004p00775
179,"FREY, 1968","FREY, F A; HASKIN, M A; POETZ, J A; HASKIN, L A",RARE EARTH ABUNDANCES IN SOME BASIC ROCKS,,1968,J GEOPHYS RES,,73,6085-6098,,,10.1029/JB073i018p06085
180,"GRAHAM, 1969","GRAHAM, A L; NICHOLLS, G D",MASS SPECTROGRAPHIC DETERMINATION OF LANTHANIDE ELEMENT CONTENTS IN BASALTS,,1969,GEOCHIM COSMOCHIM ACTA,,33,555-568,,,10.1016/0016-7037(69)90014-3
181,"HART, 1973","HART, S R; SCHILLING, J-G; POWELL, J L",BASALTS FROM ICELAND AND ALONG THE REYKJANES RIDGE: SR ISOTOPE GEOCHEMISTRY,,1973,NATURE,,246,104-107,,,10.1038/physci246104a0
182,"HEKINIAN, 1976","HEKINIAN, R; MOORE, J G; BRYAN, W B",VOLCANIC ROCKS AND PROCESSES OF THE MID-ATLANTIC RIDGE RIFT VALLEY NEAR 36 DEGREE 49ÕN,,1976,CONTRIB MINERAL PETROL,,58,83-110,,,10.1007/BF00384746
184,"ITO, 1980","ITO, E; WHITE, W M; VON DRACH, V; HOFMANN, A W; JAMES, D E",ISOTOPIC STUDIES OF OCEAN RIDGE BASALTS,,1980,"CARN INST, DTM, ANNUAL REP DIRECTOR",,,465-471,,,NULL
185,"KAY, 1970","KAY, R; HUBBARD, N J; GAST, P W",CHEMICAL CHARACTERISTICS AND ORIGIN OF OCEANIC RIDGE VOLCANIC ROCKS,,1970,J GEOPHYS RES,,75,1585-1613,,,10.1029/JB075i008p01585
186,"KURZ, 1982","KURZ, M D; JENKINS, W J; SCHILLING, J-G; HART, S R",HELIUM ISOTOPIC VARIATIONS IN THE MANTLE BENEATH THE CENTRAL NORTH ATLANTIC OCEAN,,1982,EARTH PLANET SCI LETT,,58,14-Jan,,,10.1016/0012-821X(82)90099-1
187,"ITO, 1987","ITO, E; WHITE, W M; GOEPEL, C","THE O, SR ND, AND PB ISOTOPE GEOCHEMISTRY OF MID-OCEAN RIDGE BASALTS",,1987,CHEMICAL GEOLOGY,,62,157-176,,,10.1016/0009-2541(87)90083-0
188,"LE ROEX, 1981","LE ROEX, A P; ERLANK, A J; NEEDHAM, H D",GEOCHEMICAL AND MINERALOGICAL EVIDENCE FOR THE OCCURENCE OF AT LEAST THREE DISTINCT MAGMA TYPES IN THE FAMOUS REGION,,1981,CONTRIB MINERAL PETROL,,77,24-37,,,10.1007/BF01161499
190,"MACHADO, 1982","MACHADO, N; LUDDEN, J N; BROOKS, J N; THOMPSON, G",FINE-SCALE ISOTOPIC HETEROGENEITY IN THE SUB-ATLANTIC MANTLE,,1982,NATURE,,295,226-228,,,10.1038/295226a0
191,"MATHEZ, 1976","MATHEZ, E A",SULFUR SOLUBILITY AND MAGMATIC SULFIDES IN SUBMARINE BASALT GLASS,,1976,J GEOPHYS RES,,81,4269-4276,,,10.1029/JB081i023p04269
193,"MIYASHIRO, 1969","MIYASHIRO, A; SHIDO, F; EWING, M",DIVERSITY AND ORIGIN OF ABYSSAL THOLEIITE FROM THE MID-ATLANTIC RIDGE NEAR 24 DEGREE  AND 30 DEGREE N LATITUDE,,1969,CONTRIB MINERAL PETROL,,23,38-52,,,10.1007/BF00371331
194,"MUIR, 1966","MUIR, I D; TILLEY, C E; SCOON, J H","BASALTS FROM THE NORTHERN PART OF THE MID-ATLANTIC RIDGE II, THE ATLANTIS COLLECTION NEAR 30 DEGREE N",,1966,J PETROL,,7,193-201,,,NULL
196,"O'NIONS, 1974","O'NIONS, R K; PANKHURST, R J",PETROGENETIC SIGNIFICANCE OF ISOTOPE AND TRACE ELEMENT VARIATIONS IN VOLCANIC ROCKS FROM THE MID-ATLANTIC,,1974,J PETROL,,15,603-634,,,10.1093/petrology/15.3.603
197,"O'NIONS, 1977","O'NIONS, R K; HAMILTON, P J; EVENSEN, N M",VARIATIONS IN 143ND/144ND AND 87SR/86SR RATIOS IN OCEANIC BASALTS,,1977,EARTH PLANET SCI LETT,,34,13-22,,,10.1016/0012-821X(77)90100-5
199,"ROWE, 1979","ROWE, E C; SCHILLING, J-G",FLUORINE IN ICELAND AND REYKJANES RIDGE BASALTS,,1979,NATURE,,279,33-37,,,10.1038/279033a0
200,"STAKES, 1984","STAKES, D; SHERVAIS, J W; HOPSON, C A","THE VOLCANIC-TECTONIC CYCLE OF THE FAMOUS AND AMAR VALLEYS, MID-ATLANTIC RIDGE (36 DEGREE 47ÕN): EVIDENCE FROM BASALT GLASS AND PHENOCRYST COMPOSITIONAL VARIATIONS FOR A STEADY-STATE MAGMA CHAMBER BENEATH THE VALLEY MIDSECTIONS",,1984,J GEOPHYS RES,,89,6995-7028,,,10.1029/JB089iB08p06995
201,"SUN, 1980","SUN, S S; CRAWFORD, A J","LEAD ISOTOPE STUDIES OF YOUNG VOLCANIC ROCKS FROM MID-OCEAN RIDGES, OCEAN ISLANDS AND ISLAND ARCS",,1980,PHIL TRANS R SOC LOND,,A297,409-445,,,10.1098/rsta.1980.0224
203,"TATSUMOTO, 1978","TATSUMOTO, M",ISOTOPIC COMPOSITION OF LEAD IN OCEANIC BASALT AND ITS IMPLICATION TO MANTLE EVOLUTION,,1978,EARTH PLANET SCI LETT,,38,63-87,,,10.1016/0012-821X(78)90126-7
204,"HEGNER, 1987","HEGNER, E; TATSUMOTO, M","PB, SR, AND ND ISOTOPES IN BASALTS AND SULFIDES FROM THE JUAN DE FUCA RIDGE",,1987,J GEOPHYS RES,,92,11380-11386,,,10.1029/JB092iB11p11380
205,"CHURCH, 1975","CHURCH, S E; TATSUMOTO, M","LEAD ISOTOPE RELATIONS IN OCEANIC RIDGE BASALTS FROM THE JUAN DE FUCA-GORDA RIDGE AREA, NE PACIFIC OCEAN",,1975,CONTRIB MINERAL PETROL,,53,253-279,,,10.1007/BF00382443
206,"WHITE, 1979","WHITE, W M",GEOCHEMISTRY OF BASALTS FROM THE FAMOUS AREA: A RE-EXAMINATION,,1979,"CARN INST, DTM, YEARBOOK",,,325-331,,,NULL
207,"JOCHUM, 1983","JOCHUM, K P; HOFMANN, A W; ITO, E; SEUFERT, H M; WHITE, W M","K, U AND TH IN MID-OCEAN RIDGE BASALT GLASSES AND HEAT PRODUCTION, K/U AND K/RB IN THE MANTLE",,1983,NATURE,,306,431-436,,,10.1038/306431a0
208,"NEWSOM, 1986","NEWSOM, H E; WHITE, W M; JOCHUM, K P; HOFMANN, A W","SIDEROPHILE AND CHALCOPHILE ELEMENT ABUNDANCES IN OCEANIC BASALTS, PB ISOTOPE EVOLUTION AND GROWTH OF THE EARTHÕS CORE",,1986,EARTH PLANET SCI LETT,,80,299-313,,,10.1016/0012-821X(86)90112-3
209,"WHITE, 1982","WHITE, W M; HOFMANN, A W",SR AND ND ISOTOPE GEOCHEMISTRY OF OCEANIC BASALTS AND MANTLE EVOLUTION,,1982,NATURE,,296,821-825,,,10.1038/296821a0
210,"BATIZA, 1980","BATIZA, R; JOHNSON, J R",TRACE ELEMENT AND ISOTOPIC EVIDENCE FOR MAGMA MIXING IN ALKALIC AND TRANSITIONAL BASALTS NEAR THE EAST PACIFIC RISE AT 8 DEGREE N,,1980,INIT REP DSDP,,54,63-69,,,10.2973/dsdp.proc.54.105.1980
211,"BATIZA, 1984","BATIZA, R; VANKO, D A",PETROLOGY OF YOUNG PACIFIC SEAMOUNTS,,1984,J GEOPHYS RES,,89,11235-11260,,,10.1029/JB089iB13p11235
212,"BUNCH, 1976","BUNCH, T E; LABORDE, R",MINERALOGY AND COMPOSITIONS OF SELECTED BASALTS FROM DSDP LEG 34,,1976,INIT REP DSDP,,34,263-275,,,10.2973/dsdp.proc.34.114.1976
214,"CLAGUE, 1976","CLAGUE, D A; BUNCH, T E",FORMATION OF FERROBASALT AT EAST PACIFIC MIDOCEAN SPREADING CENTERS,,1976,J GEOPHYS RES,,81,4247-4256,,,10.1029/JB081i023p04247
215,"ENGEL, 1964","ENGEL, A E J; ENGEL, C G",IGNEOUS ROCKS OF THE EAST PACIFIC RISE,,1964,SCIENCE,,146,477-485,,,10.1126/science.146.3643.477
217,"HAMELIN, 1984","HAMELIN, B; DUPRE, B; ALLEGRE, C J",LEAD-STRONTIUM ISOTOPIC VARIATIONS ALONG THE EAST PACIFIC RISE AND THE MID-ATLANTIC RIDGE: A COMPARATIVE STUDY,,1984,EARTH PLANET SCI LETT,,67,340-350,,,10.1016/0012-821X(84)90173-0
218,"KLEIN, 1988","KLEIN, E M; LANGMUIR, C H; ZINDLER, A; STAUDIGEL, H; HAMELIN, B",ISOTOPE EVIDENCE OF A MANTLE CONVECTION BOUNDARY AT THE AUSTRLIAN ANTARCTIC DISCORDANCE,,1988,NATURE,,333,623-629,,,10.1038/333623a0
219,"HANAN, 1989","HANAN, B B; SCHILLING, J-G",EASTER MICROPLATE EVOLUTION: PB ISOTOPE EVIDENCE,,1989,J GEOPHYS RES,,94,7432-7448,,,10.1029/JB094iB06p07432
220,"SCHILLING, 1994","SCHILLING, J-G; HANAN, B B; MCCULLY, B L; KINGSLEY, R H; FONTIGNIE, D",INFLUENCE OF THE SIERRA LEONE MANTLE PLUME ON THE EQUATORIAL MID-ATLANTIC RIDGE,,1994,J GEOPHYS RES,,99,12005-12028,,,10.1029/94JB00337
221,"HANAN, 1986","HANAN, B B; KINGSLEY, R H; SCHILLING, J-G",PB ISOTOPE EVIDENCE IN THE SOUTH ATLANTIC FOR MIGRATING RIDGE-HOT SPOT INTERACTIONS,,1986,NATURE,,322,137-144,,,10.1038/322137a0
222,"HEKINIAN, 1985","HEKINIAN, R; AUZENDE, J M; FRANCHETEAU, J; GENTE, P; RYAN, W B F; KAPPEL, E S",OFFSET SPREADING CENTERS NEAR 12 DEGREE 53Õ ON THE EAST PACIFIC RISE: SUBMERSIBLE OBSERVATIONS AND COMPOSITIONS OF THE VOLCANICS,,1985,MARINE GEOPHYS RES,,7,359-377,,,10.1007/BF00316774
